"SET_PREFIX","SET_POSTFIX","SET_NAME","SET_YEAR","SET_THEME","NUMBER_OF_PARTS"
"8836","1","SKY RANGER",1993,"6",273
"8837","1","PNEUMATIC EXCAVATOR",1992,"7",257
"8838","1","SHOCK CYCLE",1991,"13",248
"8839","1","SUPPLY SHIP",1992,"10",531
"8840","1","RALLY SHOCK N' ROLL RACER",1991,"12",229
"8841","1","DESERT RACER",1983,"11",180
"8842","1","GO-CART",1986,"12",280
"8843","1","FORK LIFT TRUCK",1984,"7",272
"8844","1","HELICOPTER",1981,"4",316
"8845","1","DUNE BUGGY",1981,"4",174
"8846","1","TOW TRUCK",1982,"4",379
"8847","1","DRAGSTER",1983,"4",250
"8848","1","POWER TRUCK",1981,"4",398
"8849","1","TRACTOR",1986,"8",347
"8850","1","RALLY SUPPORT TRUCK",1990,"12",360
"885","1","SPACE SCOOTER",1979,"130",20
"8851","1","EXCAVATOR",1984,"7",362
"8852","1","ROBOT",1987,"14",327
"8853","1","EXCAVATOR / DIGGER",1988,"7",326
"8854","1","POWER CRANE",1989,"7",516
"8855","1","PROP PLANE",1988,"6",570
"8856","1","WHIRLWIND RESCUE",1991,"6",516
"8857","1","STREET CHOPPER / TRIKE",1993,"13",377
"8857","2","LEGO MOTORCYCLE",1980,"4",409
"8858","1","REBEL WRECKER",1994,"11",452
"8858","2","AUTO ENGINES",1980,"4",244
"8859","1","TRACTOR",1981,"4",614
"8860","1","CAR CHASSIS",1980,"4",676
"886","1","SPACE BUGGY",1979,"130",20
"8862","1","BACKHOE GRADER",1989,"7",679
"8863","1","BLIZZARD'S PEAK",2010,"123",502
"8864","1","DESERT OF DESTRUCTION",2010,"123",964
"8865","1","TEST CAR",1988,"15",900
"8866","1","TRAIN MOTOR (RC)",2009,"245",7
"8867","1","FLEXIBLE TRAIN TRACK",2009,"245",64
"8868","1","AIRTECH CLAW RIG",1992,"7",979
"8869","1","POWER FUNCTIONS CONTROL SWITCH",2009,"438",1
"8870","1","POWER FUNCTIONS LIGHT",2009,"438",1
"8871","1","POWER FUNCTIONS EXTENSION WIRE 50CM",2009,"438",1
"8872","1","FORKLIFT TRANSPORTER",1993,"7",763
"8873","1","FIREBALL CATAPULT",2005,"198",45
"8874","1","BATTLE WAGON",2005,"198",126
"8875","1","KING'S SIEGE TOWER",2005,"198",131
"8876","1","SCORPION PRISON CAVE",2005,"198",279
"8877","1","VLADEK'S DARK FORTRESS",2005,"198",987
"8878","1","RECHARGEABLE BATTERY BOX",2009,"438",1
"8879","1","IR SPEED REMOTE CONTROL",2009,"438",1
"8880","1","SUPER CAR",1994,"15",1345
"8881","1","POWER FUNCTIONS BATTERY BOX",2008,"438",1
"8882","1","POWER FUNCTIONS XL-MOTOR",2008,"438",1
"8883","1","POWER FUNCTIONS M-MOTOR",2008,"438",1
"8884","1","POWER FUNCTIONS IR RECEIVER",2008,"438",1
"8885","1","POWER FUNCTIONS IR REMOTE CONTROL",2008,"438",1
"8886","1","POWER FUNCTIONS EXTENSION WIRE",2008,"438",1
"8887","1","POWER FUNCTIONS TRANSFORMER 10VDC",2009,"438",1
"8888","1","IDEA BOOK 8888",1980,"498",1
"8889","1","IDEA BOOK 8889",1984,"498",1
"8890","1","IDEA BOOK 8890",1988,"498",1
"889","1","RADAR TRUCK",1979,"130",29
"8891","1","IDEA BOOK 8891, TECHNIC",1991,"498",1
"8892","1","PIRAKA OUTPOST",2006,"341",211
"8893","1","LAVA CHAMBER GATE",2006,"341",375
"8894","1","PIRAKA STRONGHOLD",2006,"341",649
"8896","1","SNAKE CANYON",2010,"123",56
"8897","1","JAGGED JAWS REEF",2010,"123",190
"8898","1","WRECKAGE ROAD",2010,"123",267
"8899","1","GATOR SWAMP",2010,"123",329
"8900","1","REIDAK",2006,"340",41
"890","1","WINDUP MOTOR",1981,"473",10
"8901","1","HAKANN",2006,"340",42
"890","2","LOCKABLE STORAGE BOX, EMPTY",1967,"371",1
"8902","1","VEZOK",2006,"340",41
"8903","1","ZAKTAN",2006,"340",42
"8904","1","AVAK",2006,"340",41
"8905","1","THOK",2006,"340",42
"8907","1","ROCK HACKER",2009,"439",29
"8908","1","MONSTER LAUNCHER",2009,"439",15
"8909","0","TEAM GB MINIFIGURES [RANDOM BAG]",2012,"546",0
"8909","1","BRAWNY BOXER - TEAM GB",2012,"546",6
"8909","17","TEAM GB MINIFIGURES - COMPLETE SET",2012,"546",9
"8909","18","TEAM GB MINIFIGURES - SEALED BOX",2012,"546",60
"8909","2","STEALTH SWIMMER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",6
"8909","3","RELAY RUNNER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",7
"8909","4","JUDO FIGHTER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",6
"8909","5","TACTICAL TENNIS PLAYER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",7
"8909","6","FLEXIBLE GYMNAST - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",9
"8909","7","WONDROUS WEIGHTLIFTER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",9
"8909","8","HORSEBACK RIDER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",6
"8909","9","AGILE ARCHER - TEAM GB COMPLETE SET WITH STAND AND ACCESSORIES",2012,"546",7
"8910","1","TOA MAHRI KONGU",2007,"352",63
"891","1","TWO-MAN SCOOTER",1979,"130",39
"8911","1","TOA MAHRI JALLER",2007,"352",67
"8912","1","TOA MAHRI HEWKII",2007,"352",61
"8913","1","TOA MAHRI NUPARU",2007,"352",58
"8914","1","TOA MAHRI HAHLI",2007,"352",58
"891501","1","NINJAGO KAI",2015,"435",9
"891503","1","COLE POLYBAG",2015,"435",11
"891504","1","WEAPON RACK",2015,"435",25
"891505","1","JAY",2015,"435",9
"891507","1","ZANE FOIL PACK",2015,"435",9
"8915","1","TOA MAHRI MATORO",2007,"352",62
"8916","1","TAKADOX",2007,"326",62
"891610","1","CLOUSE FOIL PACK",2016,"435",8
"891611","1","COLE FOIL PACK",2016,"435",16
"891613","1","KAI’S DRAGON",2016,"435",21
"8917","1","KALMAH",2007,"326",53
"8918","1","CARAPAR",2007,"326",50
"8919","1","MANTAX",2007,"326",58
"8920","1","EHLEK",2007,"326",54
"8921","1","PRIDAK",2007,"326",47
"8922","1","GADUNKA",2007,"359",176
"8923","1","HYDRAXON",2007,"359",165
"8924","1","MAXILOS AND SPINAX",2007,"359",256
"8925","1","BARRAKI DEEPSEA PATROL",2007,"341",200
"8926","1","TOA UNDERSEA ATTACK",2007,"341",357
"8927","1","TOA TERRAIN CRAWLER",2007,"341",603
"8929","1","DEFILAK",2007,"334",37
"8930","1","DEKAR",2007,"334",37
"8931","1","THULOX",2007,"334",39
"8932","1","MORAK",2007,"334",40
"8934","1","SQUID AMMO",2007,"346",7
"8935","1","NOCTURN",2007,"359",114
"8939","1","LESOVIKK",2007,"359",149
"8940","1","KARZAHNI",2007,"359",373
"894","1","MOBILE GROUND TRACKING STATION",1979,"130",79
"8941","1","ROCKOH T3",2008,"327",388
"8942","1","JETRAX T6",2008,"327",420
"8942","2","JETRAX T6 LIMITED EDITION",2008,"327",420
"8943","1","AXALARA T9",2008,"327",694
"8944","1","TANMA",2008,"333",14
"8945","1","SOLEK",2008,"333",14
"8946","1","PHOTOK",2008,"333",14
"8947","1","RADIAK",2008,"333",16
"8948","1","GAVLA",2008,"333",14
"8949","1","KIROP",2008,"333",14
"895","1","WINDUP MOTOR",1986,"473",10
"8952","1","MUTRAN & VICAN",2008,"359",90
"8953","1","MAKUTA ICARAX",2008,"359",159
"8954","1","MAZEKA",2008,"359",301
"8956","1","STONE CHOPPER",2009,"439",33
"8957","1","MINE MECH",2009,"439",69
"8958","1","GRANITE GRINDER",2009,"439",96
"8959","1","CLAW DIGGER",2009,"439",199
"8960","1","THUNDER DRILLER",2009,"439",237
"8961","1","CRYSTAL SWEEPER",2009,"439",479
"8962","1","CRYSTAL KING",2009,"439",169
"8963","1","ROCK WRECKER",2009,"439",224
"8964","1","TITANIUM COMMAND RIG",2009,"439",708
"8967","1","GOLD TOOTH'S GETAWAY",2009,"302",67
"8968","1","RIVER HEIST",2009,"302",202
"8969","1","4-WHEELING PURSUIT",2009,"302",318
"8970","1","ROBO ATTACK",2009,"302",412
"897","1","MOBILE ROCKET LAUNCHER",1979,"130",77
"8971","1","AERIAL DEFENSE UNIT",2009,"302",698
"8972","1","ATAKUS",2009,"325",13
"8973","1","RAANU",2009,"325",14
"8974","1","TARDUK",2009,"325",17
"8975","1","BERIX",2009,"325",15
"8976","1","METUS",2009,"325",14
"8977","1","ZESK",2009,"325",16
"8978","1","SKRALL",2009,"331",50
"8979","1","MALUM",2009,"331",59
"8980","1","GRESH",2009,"331",55
"8981","1","TARIX",2009,"331",57
"8982","1","STRAKK",2009,"331",46
"8983","1","VOROX",2009,"331",51
"8984","1","STRONIUS",2009,"332",55
"8985","1","ACKAR",2009,"332",55
"8986","1","VASTUS",2009,"332",52
"8987","1","KIINA",2009,"332",43
"8988","1","GELU",2009,"332",52
"8989","1","MATA NUI",2009,"332",52
"8990","1","FERO AND SKIRMIX",2009,"359",148
"8991","1","TUMA",2009,"359",187
"8992","1","CENDOX V1",2009,"327",151
"8993","1","KAXIUM V3",2009,"327",251
"8994","1","BARANUS V7",2009,"327",263
"8995","1","THORNATUS V9",2009,"327",438
"8996","1","SKOPIO XV-1",2009,"327",848
"8998","1","TOA MATA NUI",2009,"359",366
"900","1","UNIVERSAL MOTOR SET",1973,"473",24
"9001","2","MEDIUM BLUE STORAGE BIN (16.5IN X 12IN X 6IN)",2007,"528",1
"900","2","4 SMALL WHEELS WITH ACCESSORIES",1969,"371",12
"901","1","4.5V MOTOR SET",1976,"473",31
"901","2","2 LARGE WHEELS WITH ACCESSORIES",1969,"371",7
"901503","1","KRAIT POLYBAG",2015,"435",7
"90","2","EDUCATIONAL BOX - EMPTY",1965,"513",1
"9020","1","LEGO SOFT STARTER SET",1998,"526",84
"902","1","5 TURNTABLES",1969,"371",5
"9021","1","MEDIUM SET OF SOFT BRICKS",1999,"526",52
"9022","1","EXTRA SOFT BRICKS",1999,"526",32
"9023","1","SOFT BRICK ACTIVITY SET",2000,"526",7
"9027","1","DUPLO BULK SET",2007,"504",144
"903","1","TRAIN WHEELS AND COUPLERS",1969,"371",10
"906","1","12 DOORS AND 5 HINGES",1969,"371",17
"9089","1","TUBES EXPERIMENT SET",2004,"507",150
"9090","1","XL DUPLO BULK SET",1993,"507",564
"9091","1","PLAYHOUSE SET",2010,"504",125
"9092","1","CRAZY DEMON",2012,"112",85
"9093","1","BONE CRUNCHER",2012,"112",86
"9094","1","STAR STRIKER",2012,"112",88
"9095","1","NITRO PREDATOR",2012,"112",86
"9","1","UNIVERSAL BUILDING SET",1978,"469",116
"910","1","UNIVERSAL BUILDING SET",1976,"469",318
"911","1","UNIVERSAL BUILDING SET",1976,"469",401
"911506","1","NULL SET-USE SW911506-1",2015,"301",1
"911609","1","NABOO STARFIGHTER",2016,"164",34
"911611","1","AAT",2016,"158",37
"911613","1","TIE BOMBER",2016,"164",26
"911614","1","YODA'S HUT",2016,"158",29
"911615","1","AT-AT",2016,"158",48
"911618","1","FLASH SPEEDER",2017,"158",43
"912","1","UNIVERSAL BUILDING SET",1976,"469",471
"914","1","WINDOWS, RED",1969,"371",10
"914","2","WINDOWS, WHITE",1969,"371",10
"915","1","6 BRICKS WITH 16 AND 20 STUDS AND 3 ANGLE BRICKS WHITE/RED",1969,"371",9
"915","2","6 BRICKS WITH 16 AND 20 STUDS AND 3 ANGLE BRICKS BLUE/YELLOW",1969,"371",9
"918","1","SPACE TRANSPORT",1979,"130",86
"918","2","21 8-STUD BRICKS",1969,"371",126
"918","black-2","21 BLACK 2X4 BRICKS",1969,"371",21
"918","blue-2","21 BLUE 2X4 BRICKS",1969,"371",21
"918","red-2","21 RED 2X4 BRICKS",1969,"371",21
"918","tclear-2","21 TRANS-CLEAR 2X4 BRICKS",1969,"371",21
"918","white-2","21 WHITE 2X4 BRICKS",1969,"371",21
"918","yellow-2","21 YELLOW 2X4 BRICKS",1969,"371",21
"919","1","31 BRICKS WITH 2, 4 AND 6 STUDS",1969,"371",186
"9","2","TREES & FLOWERS",1981,"455",18
"920","2","ALPHA-1 ROCKET BASE",1979,"130",187
"9209","1","COMMUNITY SERVICES SET",2012,"507",130
"9213","1","DINOSAURS SET",2007,"504",95
"9217","1","FARM SET",2010,"504",150
"9218","1","WILD ANIMALS SET",2012,"507",96
"922","1","28 BRICKS WITH 1, 2, 4, 6 AND 8 STUDS [RED/WHITE]",1969,"371",28
"922","2","28 BRICKS WITH 1, 2, 4, 6 AND 8 STUDS [BLUE/YELLOW]",1969,"371",28
"9222","1","DUPLO WORLD PEOPLE",2007,"504",16
"922","3","28 BRICKS WITH 1, 2, 4, 6 AND 8 STUDS [BLACK/TRANS-CLEAR]",1969,"371",28
"9224","1","DUPLO COMMUNITY PEOPLE",2006,"504",21
"9227","1","FARM",2007,"504",104
"9230","1","DUPLO TOWN SET",2004,"505",204
"923","1","50 BRICKS, CURVED AND ROUND",1969,"371",150
"924","1","SPACE CRUISER",1979,"130",172
"9241","1","WHEELS SET",2007,"528",360
"9243","1","DOORS WINDOWS AND ROOF TILES",2002,"528",270
"9247","1","COMMUNITY WORKERS",2005,"533",133
"9247","2","COMMUNITY WORKERS",2006,"533",218
"9248","1","BONUS LEGO BASIC TOWN",1998,"534",2
"9249","1","LEGO BASIC AIRPORT",1988,"534",0
"9251","1","LEGO BASIC JUST BRICKS",2000,"507",576
"9255","1","BASIC SET",1992,"534",185
"9256","1","FACES, FENCES, WHEELS AND WINDOWS",2000,"528",110
"926","1","COMMAND CENTRE (CENTER)",1979,"130",177
"9279","2","SMALL LEGO SYSTEM BASEPLATES",2008,"528",9
"9280","1","GIANT LEGO DACTA BASIC SET",1997,"534",1417
"928","1","GALAXY EXPLORER",1979,"130",342
"9286","1","LARGE BUILDING PLATES",1998,"528",4
"9287","1","BONUS LEGO BASIC TOWN",1996,"534",2472
"9293","1","COMMUNITY WORKERS",1996,"533",80
"9","3","MAGNETIC TRAIN COUPLERS",1977,"456",4
"930","1","RED BRICKS",1973,"473",45
"9301","1","ROAD SIGNS",1999,"533",172
"9302","1","CREATOR COMMUNITY BUILDERS",2004,"514",1690
"9303","1","CREATOR COMMUNITY BUILDERS",2004,"514",1184
"9305","1","JACK STONE TRANSPORTATION",2003,"508",4
"9306","1","CREATOR BULK",2003,"22",610
"9310","1","DINOSAURS SET",2001,"515",4
"931","1","WHITE BRICKS",1973,"473",45
"9311","1","CITY BUILDINGS SET",2010,"533",815
"9314","1","RESCUE SERVICE SET",2010,"533",1493
"9320","1","VOYAGE INTO SPACE",2003,"527",637
"932","1","BLUE AND YELLOW BRICKS",1973,"473",45
"9322","1","TOWN DEVELOPERS SET",2007,"533",1835
"9324","1","MICRO BUILDING SET",2007,"533",1657
"933","1","DOORS AND WINDOWS",1973,"473",38
"9331","1","BUILDTOEXPRESS SET",2009,"507",207
"9333","1","VEHICLES",2010,"533",934
"9334","1","ANIMALS",2010,"507",1082
"9335","1","SPACE & AIRPORT SET",2010,"533",1182
"9337","1","HARBOR SET",2011,"533",906
"9338","1","LEGO SERIOUS PLAY MINI-KIT",2011,"507",57
"934","1","ROOF BRICKS, 45 DEGREES",1973,"473",58
"9348","1","COMMUNITY MINIFIGURES",2011,"533",264
"9349","1","FAIRYTALE AND HISTORIC MINIFIGURES",2011,"507",232
"935","1","ROOF BRICKS, 33 DEGREES",1973,"473",43
"9353","1","DACTA THEME SET",1991,"533",900
"9354","1","TOWN STREET THEME",1991,"533",488
"9355","1","DACTA SPACE THEME SET",1990,"527",559
"9356","1","TOWN ENVIRONMENT",1986,"533",639
"9360","1","{ROADPLATES AND SCENERY}",1986,"533",85
"936","1","WHEELS AND TIRES",1973,"473",20
"9361","1","PEOPLE",1991,"533",174
"9362","1","ROAD PLATES",1991,"533",8
"9364","1","HOSPITAL",1993,"533",584
"9365","1","LEGO DACTA COMMUNITY VEHICLES",1993,"533",739
"9369","1","LEGO DACTA COMMUNITY VEHICLES",1998,"533",6
"9370","1","LEGO SYSTEM ROAD PLATES",1998,"533",10
"937","1","DOORS AND FENCES",1973,"473",34
"9371","1","TOWN VEHICLES",1999,"533",353
"9373","1","LEGO SYSTEM ROAD PLATES",2003,"533",5
"9376","1","LEGO DACTA CASTLE SET",1997,"512",337
"9377","1","LEGO DACTA ADVENTURERS SET",1998,"509",3
"9380","1","LEGO TECHNIC RACERS",1998,"529",5
"938","1","PLATES, HINGES AND TURNTABLES",1973,"473",17
"9384","1","BRICKS",2010,"528",884
"9385","1","SCENERIES SET",2010,"22",1229
"9386","1","DOORS WINDOWS & ROOF TILES",2010,"528",278
"9387","1","WHEELS SET",2011,"507",286
"9388","1","SMALL BUILDING PLATES",2012,"507",22
"9389","1","COMMUNITY STARTER SET",2012,"507",1903
"9390","1","MINI TOW TRUCK",2012,"1",138
"939","1","FLAGS, TREES AND ROAD SIGNS",1972,"473",17
"9391","1","MINI CRANE",2012,"5",218
"9392","1","QUAD BIKE",2012,"5",198
"9393","1","TRACTOR",2012,"5",353
"9394","1","JET PLANE",2012,"5",508
"9395","1","PICK-UP TOW TRUCK",2012,"5",953
"9396","1","HELICOPTER",2012,"5",1055
"9397","1","LOGGING TRUCK",2012,"1",1311
"9398","1","4 X 4 CRAWLER",2012,"11",1326
"940","1","FLAGS, SIGNS AND TREES",1973,"473",17
"941","1","BLACK AND CLEAR BRICKS",1974,"473",48
"9440","1","VENOMARI SHRINE",2012,"435",86
"9441","1","KAI’S BLADE CYCLE",2012,"435",187
"9442","1","JAY'S STORM FIGHTER",2012,"435",242
"9443","1","RATTLECOPTER",2012,"435",309
"9444","1","COLE’S TREAD ASSAULT",2012,"435",285
"9445","1","FANGPYRE TRUCK AMBUSH",2012,"435",451
"9446","1","DESTINY'S BOUNTY",2012,"435",683
"9447","1","LASHA'S BITE CYCLE",2012,"435",248
"9448","1","SAMURAI MECH",2012,"435",451
"9449","1","ULTRA SONIC RAIDER",2012,"435",620
"9450","1","EPIC DRAGON BATTLE",2012,"435",900
"9452","1","GIANT LEGO TOPIC SET",1991,"534",2195
"9453","1","UNIVERSAL SCHOOL SET",1997,"534",697
"9454","1","FUNCTION SET",1992,"534",350
"9455","1","FANGPYRE MECH",2012,"435",246
"9456","1","SPINNER BATTLE ARENA",2012,"435",408
"9457","1","CRANE WRECKING BALL",2012,"435",414
"9461","1","THE SWAMP CREATURE",2012,"558",70
"9462","1","THE MUMMY",2012,"558",91
"9463","1","THE WEREWOLF",2012,"558",243
"9464","1","THE VAMPIRE HEARSE",2012,"558",313
"9465","1","THE ZOMBIES",2012,"558",447
"9466","1","THE CRAZY SCIENTIST & HIS MONSTER",2012,"558",429
"9467","1","THE GHOST TRAIN",2012,"558",741
"9468","1","THE VAMPYRE CASTLE",2012,"558",942
"9469","1","GANDALF ARRIVES",2012,"567",83
"9470","1","SHELOB ATTACKS",2012,"569",227
"9471","1","URUK-HAI ARMY",2012,"568",257
"9472","1","ATTACK ON WEATHERTOP",2012,"567",429
"9473","1","THE MINES OF MORIA",2012,"567",780
"9474","1","THE BATTLE OF HELM’S DEEP",2012,"568",1365
"9476","1","THE ORC FORGE",2012,"568",362
"9478","1","FRANSESCO BERNOULLI",2012,"269",49
"9479","1","IVAN MATER",2012,"269",52
"9480","1","FINN MCMISSILE",2012,"269",52
"948","1","GO-KART",1978,"4",211
"9481","1","JEFF GORVETTE",2012,"269",54
"9483","1","AGENT MATER’S ESCAPE",2012,"269",144
"9484","1","RED’S WATER RESCUE",2012,"269",198
"9485","1","ULTIMATE RACE SET",2012,"269",279
"9486","1","OIL RIG ESCAPE",2012,"269",421
"9488","1","ELITE CLONE TROOPER & COMMANDO DROID BATTLE PACK",2012,"165",105
"9489","1","ENDOR REBEL TROOPER & IMPERIAL TROOPER BATTLE PACK",2012,"169",77
"9490","1","DROID ESCAPE",2012,"169",136
"9491","1","GEONOSIAN CANNON",2012,"165",133
"9492","1","TIE FIGHTER",2012,"169",413
"9493","1","X-WING STARFIGHTER",2012,"169",559
"9494","1","ANAKIN'S JEDI INTERCEPTOR",2012,"168",299
"9495","1","GOLD LEADER'S Y-WING STARFIGHTER",2012,"169",457
"9496","1","DESERT SKIFF",2012,"169",220
"9497","1","REPUBLIC STRIKER STARFIGHTER",2012,"158",378
"9498","1","SAESEE TIIN'S JEDI STARFIGHTER",2012,"165",243
"9499","1","GUNGAN SUB",2012,"166",464
"9500","1","SITH FURY-CLASS INTERCEPTOR",2012,"170",746
"950","1","FORK LIFT",1979,"4",216
"9509","1","ADVENT CALENDAR 2012, STAR WARS",2012,"209",25
"9509","10","ADVENT CALENDAR 2012, STAR WARS (DAY 9) - IMPERIAL OFFICER",2012,"225",4
"9509","11","ADVENT CALENDAR 2012, STAR WARS (DAY 10) - AT-AT WALKER",2012,"225",13
"9509","12","ADVENT CALENDAR 2012, STAR WARS (DAY 11) - HOTH BLASTER STATION",2012,"225",6
"9509","13","ADVENT CALENDAR 2012, STAR WARS (DAY 12) - HOTH REBEL TROOPER",2012,"225",6
"9509","14","ADVENT CALENDAR 2012, STAR WARS (DAY 13) - GONK DROID (GNK POWER DROID)",2012,"225",14
"9509","15","ADVENT CALENDAR 2012, STAR WARS (DAY 14) - GENERAL GRIEVOUS WEAPON DEPOT",2012,"225",10
"9509","16","ADVENT CALENDAR 2012, STAR WARS (DAY 15) - SNOWTROOPER",2012,"225",4
"9509","17","ADVENT CALENDAR 2012, STAR WARS (DAY 16) - NABOO ROYAL SHUTTLE",2012,"225",18
"9509","18","ADVENT CALENDAR 2012, STAR WARS (DAY 17) - FLASH SPEEDER",2012,"225",14
"9509","19","ADVENT CALENDAR 2012, STAR WARS (DAY 18) - REBEL SCOUT TROOPER",2012,"225",5
"9509","2","ADVENT CALENDAR 2012, STAR WARS (DAY 1) - GUNGAN SUB",2012,"225",13
"9509","20","ADVENT CALENDAR 2012, STAR WARS (DAY 19) - TRADE FEDERATION AAT",2012,"225",15
"9509","21","ADVENT CALENDAR 2012, STAR WARS (DAY 20) - GENERAL GRIEVOUS STARFIGHTER",2012,"225",14
"9509","22","ADVENT CALENDAR 2012, STAR WARS (DAY 21) - SUPER BATTLE DROID",2012,"225",4
"9509","23","ADVENT CALENDAR 2012, STAR WARS (DAY 22) - SITH INFILTRATOR",2012,"225",15
"9509","24","ADVENT CALENDAR 2012, STAR WARS (DAY 23) - SNOWMAN R2-D2",2012,"225",8
"9509","25","ADVENT CALENDAR 2012, STAR WARS (DAY 24) - SANTA DARTH MAUL",2012,"225",7
"9509","3","ADVENT CALENDAR 2012, STAR WARS (DAY 2) - GUNGAN SOLDIER",2012,"225",3
"9509","4","ADVENT CALENDAR 2012, STAR WARS (DAY 3) - GUNGAN BATTLE DEPOT",2012,"225",8
"9509","5","ADVENT CALENDAR 2012, STAR WARS (DAY 4) - STAR DESTROYER",2012,"225",14
"9509","6","ADVENT CALENDAR 2012, STAR WARS (DAY 5) - TRADE FEDERATION MTT",2012,"225",9
"9509","7","ADVENT CALENDAR 2012, STAR WARS (DAY 6) - BATTLE DROID SECURITY",2012,"225",5
"9509","8","ADVENT CALENDAR 2012, STAR WARS (DAY 7) - NABOO STARFIGHTER",2012,"225",16
"9509","9","ADVENT CALENDAR 2012, STAR WARS (DAY 8) - VULTURE DROID",2012,"225",9
"951","1","BULLDOZER",1979,"4",372
"951178","1","BASIC BRICKS",1987,"534",18
"951","2","LEGO TC LOGO STARTER PACK",1988,"529",16
"9515","1","MALEVOLENCE",2012,"165",1098
"9516","1","JABBA’S PALACE",2012,"169",716
"952","1","TRACTOR",1978,"4",322
"9525","1","PRE VIZSLA'S MANDALORIAN FIGHTER",2012,"165",399
"9526","1","PALPATINE’S ARREST",2012,"168",646
"9530","1","LETTERS SET",2008,"507",134
"9531","1","NUMBERS AND MOSAICS SET",2008,"507",352
"954","1","SKY COPTER",1978,"4",364
"9544","1","MATH MACHINES SET",2006,"507",554
"955","1","MOBILE CRANE",1979,"4",512
"9551","1","KENDO COLE",2012,"435",28
"9552","1","LLOYD GARMADON",2012,"435",26
"9553","1","JAY ZX",2012,"435",29
"9554","1","ZANE ZX",2012,"435",38
"9555","1","MEZMO",2012,"435",32
"9556","1","BYTAR",2012,"435",25
"9557","1","LIZARU",2012,"435",25
"9558","1","TRAINING SET",2012,"435",218
"956","1","AUTO CHASSIS",1978,"4",603
"9561","1","KAI ZX",2012,"435",21
"9562","1","LASHA",2012,"435",21
"9563","1","KENDO ZANE",2012,"435",35
"9564","1","SNAPPA",2012,"435",20
"9566","1","SAMURAI X",2012,"435",23
"9567","1","FANG-SUEI",2012,"435",21
"9569","1","SPITTA",2012,"435",20
"9570","1","NRG JAY",2012,"435",20
"9571","1","FANGDAM",2012,"435",19
"9572","1","NRG COLE",2012,"435",15
"9573","1","SLITHRAA",2012,"435",15
"9574","1","LLOYD ZX",2012,"435",18
"9579","1","STARTER SET",2012,"435",53
"9580","1","WEDO ROBOTICS CONSTRUCTION SET",2009,"507",157
"9581","1","WEDO ROBOTICS USB HUB",2009,"521",1
"9583","1","WEDO ROBOTICS MOTION SENSOR",2009,"521",1
"9584","1","WEDO ROBOTICS TILT SENSOR",2009,"521",1
"9585","1","LEGO® EDUCATION WEDO RESOURCE SET",2009,"521",326
"9590","1","NRG ZANE",2012,"435",24
"9591","1","WEAPON PACK",2012,"435",73
"9594","1","GREEN CITY",2011,"518",1356
"960","1","POWER PACK",1978,"4",22
"9604","1","LEGO TECHNIC AND PNEUMATIC ELEMENTS",1992,"1",128
"9605","1","4.5V TECHNIC RESOURCE SET",1990,"532",1534
"9607","1","TECHNOLOGY ACTIVITY SET",1994,"529",318
"9608","1","TEACHER'S GUIDE FOR TECHNOLOGY GROUP ACTIVITY SET",1994,"529",16
"9609","1","TECHNOLOGY RESOURCE SET",1995,"1",1730
"9610","1","GEAR SET",1993,"1",76
"961","1","EXPERT BUILDER/GEAR PARTS",1978,"4",78
"9612","1","LEVER SET",1993,"1",63
"9614","1","PULLEY SET",1995,"1",77
"9615","1","MOTOR ADD-ON FOR SIMPLE MECHANISMS",1997,"1",3
"9616","1","WHEELS AND AXLES MINI SET",1995,"529",82
"9617","1","PNEUMATICS I: INTRODUCTION TO AIR POWER SET",1997,"1",97
"9618","1","STRUCTURES SET",1997,"529",439
"9628","1","MECHANISMS POWER ADD-ON SET",2008,"532",3
"9630","1","SIMPLE MECHANISMS SET",1997,"1",218
"9631","1","SIMPLE AND MOTORIZED MACHINES ACTIVITY PACK",1997,"529",24
"9632","1","SCIENCE & TECHNOLOGY BASE SET",2006,"529",341
"9633","1","ADVANCED AIR POWER SET",1999,"1",217
"9636","1","SOLAR ADD-ON",2000,"1",3
"9637","1","SPEED COMPUTER ADD-ON",2000,"1",2
"9640","1","GEARS CLASSROOM PACK",1994,"529",0
"964","1","10 BUILDING PLATES 2 X 8, 4 X 8, 6 X 8",1969,"371",10
"9641","1","MECHANISMS PNEUMATICS ADD-ON SET",2008,"528",31
"9642","1","LEVERS CLASSROOM PACK",1994,"529",0
"9644","1","PULLEY CLASSROOM PACK",1994,"529",0
"9645","1","MOTORIZED SIMPLE MACHINES SET",1997,"529",2
"9646","1","WHEEL AND AXLE CLASSROOM PACK",1994,"529",0
"9648","1","EDUCATION RESOURCE SET [NXT SUPPLEMENTAL SET]",2006,"1",674
"9649","1","TECHNOLOGY RESOURCE SET",2003,"1",1154
"9650","1","SCENERY RESOURCE SET",2002,"518",717
